stringID;sourceLang;targetLang;sourceString;targetString
509;en_US;it_IT;sickness;malattia
510;en_US;it_IT;sneeze;starnuto
511;en_US;it_IT;sneezes;starnuti
512;en_US;it_IT;sneezing;starnutendo
513;en_US;it_IT;social distancing;distanza sociale
514;en_US;it_IT;social distancing;riduzione dei contatti
515;en_US;it_IT;social distancing measures;misure per evitare i contatti
516;en_US;it_IT;social isolation;isolamento sociale
517;en_US;it_IT;sore throat;gola infiammata
518;en_US;it_IT;SOS Alert;allarme SOS
519;en_US;it_IT;spanish flu;influenza spagnola
520;en_US;it_IT;specimen collection;raccolta dei campioni
521;en_US;it_IT;spread;diffondere
522;en_US;it_IT;spread;diffusione
523;en_US;it_IT;spread of coronavirus;diffusione del coronavirus
524;en_US;it_IT;spread of virus;diffusione del virus
525;en_US;it_IT;sputum;sputo
526;en_US;it_IT;stigmatisation;stigmatizzazione
527;en_US;it_IT;stomach virus;virus allo stomaco
528;en_US;it_IT;strain of virus;specie del virus
529;en_US;it_IT;sun exposure;esposizione al sole
530;en_US;it_IT;supportive;di supporto
531;en_US;it_IT;surface;superficie
532;en_US;it_IT;surfaces;superfici
533;en_US;it_IT;suspected infection;sospetta infezione
534;en_US;it_IT;swab;tampone
535;en_US;it_IT;swine flu;influenza suina
536;en_US;it_IT;symptom;sintomo
537;en_US;it_IT;symptomatic;sintomatico
538;en_US;it_IT;symptoms;sintomi
539;en_US;it_IT;targeted disinfection;disinfezione mirata
540;en_US;it_IT;test kit;kit per test
541;en_US;it_IT;testing center;centro prelievi
542;en_US;it_IT;testing error;errore di test
543;en_US;it_IT;the incubation period;il periodo di incubazione
544;en_US;it_IT;the novel coronavirus;il nuovo coronavirus
545;en_US;it_IT;tissue damage;danno ai tessuti
546;en_US;it_IT;toilet paper shortage;carenza di carta igienica
547;en_US;it_IT;touch;toccare
548;en_US;it_IT;touching;toccante
549;en_US;it_IT;touching face;toccarsi la faccia
550;en_US;it_IT;tp shortage;carenza di ci
551;en_US;it_IT;transmissibility;trasmissibilità
552;en_US;it_IT;transmissible;trasmissibile
553;en_US;it_IT;transmission;trasmissione
554;en_US;it_IT;transmission potential;potenziale di trasmissione
555;en_US;it_IT;travel advisory;consigli di viaggio
556;en_US;it_IT;travel ban;divieto di viaggio
557;en_US;it_IT;travel restrictions;restrizioni di viaggio
558;en_US;it_IT;typical flu;influenza tipica
559;en_US;it_IT;underlying disease;malattia di base
560;en_US;it_IT;updates;aggiornamenti
561;en_US;it_IT;use hand sanitizer;usare l'igienizzante mani
562;en_US;it_IT;vaccine;vaccino
563;en_US;it_IT;vaccines;vaccini
564;en_US;it_IT;ventilation;ventilazione
565;en_US;it_IT;ventilator;ventilatore
566;en_US;it_IT;ventilators;ventilatori
567;en_US;it_IT;viral infection;infezione virale
568;en_US;it_IT;viral outbreak;focolaio virale
569;en_US;it_IT;viral outbreak;epidemia virale
570;en_US;it_IT;viral pandemic;pandemia virale
571;en_US;it_IT;viral pneumonia;polmonite virale
572;en_US;it_IT;viral transmission;trasmissione virale
573;en_US;it_IT;virtual care;assistenza virtuale
574;en_US;it_IT;virtual lockdown;confinamento virtuale
575;en_US;it_IT;virulence;virulenza
576;en_US;it_IT;virus;virus
577;en_US;it_IT;virus carrier;vettore del virus
578;en_US;it_IT;virus infection;infezione da virus
579;en_US;it_IT;virus itself;il virus stesso
580;en_US;it_IT;virus mask;mascherina per il virus
581;en_US;it_IT;virus outbreak;epidemia del virus
582;en_US;it_IT;virus outbreak;focolaio del virus
583;en_US;it_IT;virus prevention;prevenzione del virus
584;en_US;it_IT;virus protection;protezione dal virus
585;en_US;it_IT;virus scare;paura del virus
586;en_US;it_IT;virus spread;diffusione del virus
587;en_US;it_IT;virus spreads;virus si diffonde
588;en_US;it_IT;virus strain;ceppo virale
589;en_US;it_IT;virus strain;specie di virus
590;en_US;it_IT;virus transmission;trasmissione del virus
591;en_US;it_IT;vivid-19;vivid-19
592;en_US;it_IT;wash your hands;lavati le mani
593;en_US;it_IT;washing hands;lavarsi le mani
594;en_US;it_IT;washing ones hands;lavarsi le mani
595;en_US;it_IT;WFH;LDC
596;en_US;it_IT;white blood cell count;conta dei globuli bianchi
597;en_US;it_IT;WHO;OMS
598;en_US;it_IT;WHO Confirmed;confermato dall'OMS
599;en_US;it_IT;WHO Deaths;decessi secondo l'OMS
600;en_US;it_IT;widespread outbreak;epidemia diffusa
601;en_US;it_IT;widespread transmission;trasmissione diffusa
602;en_US;it_IT;working from home;lavorare da casa
603;en_US;it_IT;World Health Organization;Organizzazione Mondiale della Sanità
604;en_US;it_IT;World Health Organization;Organizzazione mondiale della sanità
605;en_US;it_IT;Wuhan;Wuhan
606;en_US;it_IT;zoonotic disease;malattia zoonotica
607;en_US;it_IT;zoonotic virus;virus zoonotico
